,Unnamed: 0_src,MSD_src,form_src,eng_gloss_src,gitksan_gloss_src,morph_src,paradigm_i,Unnamed: 0_tgt,MSD_tgt,form_tgt,eng_gloss_tgt,gitksan_gloss_tgt,morph_tgt
1487,285,ROOT;3.II,waaxt,paddle-3.II,waax-3.II,waax-t,95,284,ROOT,waa,paddle,waa,waax
1488,284,ROOT,waa,paddle,waa,waax,95,285,ROOT;3.II,waaxt,paddle-3.II,waax-3.II,waax-t
1491,81,ROOT;3PL.II,aksdiit,water-3PL.II,aks-3PL.II,aks-diit,23,80,ROOT,aks,water,aks,aks
1492,80,ROOT,aks,water,aks,aks,23,81,ROOT;3PL.II,aksdiit,water-3PL.II,aks-3PL.II,aks-diit
1495,848,ROOT;3.II,wiyitxwt,cry.II-3.II,wiyitxw-3.II,wiyitxw-t,569,847,ROOT,wiyitxw,cry.II,wiyitxw,wiyitxw
1496,847,ROOT,wiyitxw,cry.II,wiyitxw,wiyitxw,569,848,ROOT;3.II,wiyitxwt,cry.II-3.II,wiyitxw-3.II,wiyitxw-t
1499,947,ROOT;3.II,silkwt,middle-3.II,silkw-3.II,silkw-t,683,946,ROOT,silkw,middle,silkw,silkw
1500,946,ROOT,silkw,middle,silkw,silkw,683,947,ROOT;3.II,silkwt,middle-3.II,silkw-3.II,silkw-t
1503,1282,ROOT,aXalgaX,lack.I-speech,aX-algaX,ax̲-algax̲,1027,1283,ROOT;1SG.II,aX'algaGa'y,lack.I-speech-1SG.II,aX-algaX-1SG.II,ax̲-algax̲-'y
1504,1283,ROOT;1SG.II,aX'algaGa'y,lack.I-speech-1SG.II,aX-algaX-1SG.II,ax̲-algax̲-'y,1027,1282,ROOT,aXalgaX,lack.I-speech,aX-algaX,ax̲-algax̲
1507,1151,ROOT,saalukw,away/off-move.location,saa-lukw,saa-lukw,882,1152,ROOT;3PL.II,saalukwdiit,away/off-move.location-3PL.II,saa-lukw-3PL.II,saa-lukw-diit
1508,1152,ROOT;3PL.II,saalukwdiit,away/off-move.location-3PL.II,saa-lukw-3PL.II,saa-lukw-diit,882,1151,ROOT,saalukw,away/off-move.location,saa-lukw,saa-lukw
1511,955,ROOT,siwa,CAUS1-name,si-we,si-wa,692,956,ROOT;TR;3.II,siwadit,CAUS1-name-TR-3.II,si-we-TR-3.II,si-wa-t-i-t
1512,956,ROOT;TR;3.II,siwadit,CAUS1-name-TR-3.II,si-we-TR-3.II,si-wa-t-i-t,692,955,ROOT,siwa,CAUS1-name,si-we,si-wa
1515,1145,ROOT,luusgi,in-lie.on,luu-sgi,luu-sgi,875,1146,ROOT;3.II,luusgit,in-lie.on-3.II,luu-sgi-3.II,luu-sgi-t
1516,1146,ROOT;3.II,luusgit,in-lie.on-3.II,luu-sgi-3.II,luu-sgi-t,875,1145,ROOT,luusgi,in-lie.on,luu-sgi,luu-sgi
1519,648,ROOT;3.II,mukwt,ripe-3.II,mukw-3.II,mukw-t,323,647,ROOT,mukw,ripe,mukw,mukw
1520,647,ROOT,mukw,ripe,mukw,mukw,323,648,ROOT;3.II,mukwt,ripe-3.II,mukw-3.II,mukw-t
1523,123,ROOT;3.II,smaxt,bear-3.II,smex-3.II,smax-t,35,122,ROOT,sma,bear,sme,smax
1524,122,ROOT,sma,bear,sme,smax,35,123,ROOT;3.II,smaxt,bear-3.II,smex-3.II,smax-t
1527,314,ROOT;TR;3.II,gi'namit,give-TR-3.II,gi'nam-TR-3.II,gi'nam-i-t,108,313,ROOT;3PL.II,gi'namdiit,give-3PL.II,gi'nam-3PL.II,gi'nam-diit
1528,314,ROOT;TR;3.II,gi'namit,give-TR-3.II,gi'nam-TR-3.II,gi'nam-i-t,108,311,ROOT,gi'nam,give,gi'nam,gi'nam
1529,314,ROOT;TR;3.II,gi'namit,give-TR-3.II,gi'nam-TR-3.II,gi'nam-i-t,108,312,ROOT;3.II,gi'namt,give-3.II,gi'nam-3.II,gi'nam-t
1530,313,ROOT;3PL.II,gi'namdiit,give-3PL.II,gi'nam-3PL.II,gi'nam-diit,108,314,ROOT;TR;3.II,gi'namit,give-TR-3.II,gi'nam-TR-3.II,gi'nam-i-t
1532,313,ROOT;3PL.II,gi'namdiit,give-3PL.II,gi'nam-3PL.II,gi'nam-diit,108,311,ROOT,gi'nam,give,gi'nam,gi'nam
1533,313,ROOT;3PL.II,gi'namdiit,give-3PL.II,gi'nam-3PL.II,gi'nam-diit,108,312,ROOT;3.II,gi'namt,give-3.II,gi'nam-3.II,gi'nam-t
1534,311,ROOT,gi'nam,give,gi'nam,gi'nam,108,314,ROOT;TR;3.II,gi'namit,give-TR-3.II,gi'nam-TR-3.II,gi'nam-i-t
1535,311,ROOT,gi'nam,give,gi'nam,gi'nam,108,313,ROOT;3PL.II,gi'namdiit,give-3PL.II,gi'nam-3PL.II,gi'nam-diit
1537,311,ROOT,gi'nam,give,gi'nam,gi'nam,108,312,ROOT;3.II,gi'namt,give-3.II,gi'nam-3.II,gi'nam-t
1538,312,ROOT;3.II,gi'namt,give-3.II,gi'nam-3.II,gi'nam-t,108,314,ROOT;TR;3.II,gi'namit,give-TR-3.II,gi'nam-TR-3.II,gi'nam-i-t
1539,312,ROOT;3.II,gi'namt,give-3.II,gi'nam-3.II,gi'nam-t,108,313,ROOT;3PL.II,gi'namdiit,give-3PL.II,gi'nam-3PL.II,gi'nam-diit
1540,312,ROOT;3.II,gi'namt,give-3.II,gi'nam-3.II,gi'nam-t,108,311,ROOT,gi'nam,give,gi'nam,gi'nam
1543,1126,ROOT;1PL.II,ha'niijoGa'm,INS-on-dwell-1PL.II,ha-'nii-joK-1PL.II,ha-'nii-jok̲-'m,847,1125,ROOT,ha'niijoK,INS-on-dwell,ha-'nii-joK,ha-'nii-jok̲
1544,1125,ROOT,ha'niijoK,INS-on-dwell,ha-'nii-joK,ha-'nii-jok̲,847,1126,ROOT;1PL.II,ha'niijoGa'm,INS-on-dwell-1PL.II,ha-'nii-joK-1PL.II,ha-'nii-jok̲-'m
1547,414,ROOT;ATTR,baGadilim,two.HUM-ATTR,baGadil-ATTR,bag̲adil-m,165,412,ROOT;SX,baGadilt,two.HUM-SX,baGadil-SX,bag̲adil-it
1548,414,ROOT;ATTR,baGadilim,two.HUM-ATTR,baGadil-ATTR,bag̲adil-m,165,415,ROOT;1PL.II,baGadili'm,two.HUM-1PL.II,baGadil-1PL.II,bag̲adil-'m
1549,412,ROOT;SX,baGadilt,two.HUM-SX,baGadil-SX,bag̲adil-it,165,414,ROOT;ATTR,baGadilim,two.HUM-ATTR,baGadil-ATTR,bag̲adil-m
1551,412,ROOT;SX,baGadilt,two.HUM-SX,baGadil-SX,bag̲adil-it,165,415,ROOT;1PL.II,baGadili'm,two.HUM-1PL.II,baGadil-1PL.II,bag̲adil-'m
1552,415,ROOT;1PL.II,baGadili'm,two.HUM-1PL.II,baGadil-1PL.II,bag̲adil-'m,165,414,ROOT;ATTR,baGadilim,two.HUM-ATTR,baGadil-ATTR,bag̲adil-m
1553,415,ROOT;1PL.II,baGadili'm,two.HUM-1PL.II,baGadil-1PL.II,bag̲adil-'m,165,412,ROOT;SX,baGadilt,two.HUM-SX,baGadil-SX,bag̲adil-it
1556,1068,ROOT,sianlayt'i,CAUS1-NMLZ-debar,si-an-layt'i,si-an-layt'ix,774,1069,ROOT;3PL.II,sa'anlayt'ixdiit,CAUS1-NMLZ-debark-3PL.II,si-an-layt'ix-3PL.II,si-an-layt'ix-diit
1557,1069,ROOT;3PL.II,sa'anlayt'ixdiit,CAUS1-NMLZ-debark-3PL.II,si-an-layt'ix-3PL.II,si-an-layt'ix-diit,774,1068,ROOT,sianlayt'i,CAUS1-NMLZ-debar,si-an-layt'i,si-an-layt'ix
1560,1180,ROOT,sGat'akw,blocking.way-twist,sGa-t'akw,sg̲a-t'akw,908,1181,ROOT;3.II,sGat'akwt,blocking.way-twist-3.II,sGa-t'akw-3.II,sg̲a-t'akw-t
1561,1181,ROOT;3.II,sGat'akwt,blocking.way-twist-3.II,sGa-t'akw-3.II,sg̲a-t'akw-t,908,1180,ROOT,sGat'akw,blocking.way-twist,sGa-t'akw,sg̲a-t'akw
1564,195,ROOT;2SG.II,hen,say-2SG.II,he-2SG.II,he-n,58,193,ROOT;1PL.II,he'm,say-1PL.II,he-1PL.II,he-'m
1565,195,ROOT;2SG.II,hen,say-2SG.II,he-2SG.II,he-n,58,190,ROOT,he,say,he,he
1566,193,ROOT;1PL.II,he'm,say-1PL.II,he-1PL.II,he-'m,58,195,ROOT;2SG.II,hen,say-2SG.II,he-2SG.II,he-n
1568,193,ROOT;1PL.II,he'm,say-1PL.II,he-1PL.II,he-'m,58,190,ROOT,he,say,he,he
1569,190,ROOT,he,say,he,he,58,195,ROOT;2SG.II,hen,say-2SG.II,he-2SG.II,he-n
1570,190,ROOT,he,say,he,he,58,193,ROOT;1PL.II,he'm,say-1PL.II,he-1PL.II,he-'m
1573,552,ROOT;3PL.II,Xsdaadiit,win-3PL.II,Xsdaa-3PL.II,x̲sdaa-diit,249,551,ROOT;3.II,Xsdaat,win-3.II,Xsdaa-3.II,x̲sdaa-t
1574,551,ROOT;3.II,Xsdaat,win-3.II,Xsdaa-3.II,x̲sdaa-t,249,552,ROOT;3PL.II,Xsdaadiit,win-3PL.II,Xsdaa-3PL.II,x̲sdaa-diit
1577,748,ROOT,ts'ee'w,interior,ts'ee'w,ts'ee'w,435,749,ROOT;ATTR,ts'ee'wa,interior-ATTR,ts'ee'w-ATTR,ts'ee'w-a
1578,749,ROOT;ATTR,ts'ee'wa,interior-ATTR,ts'ee'w-ATTR,ts'ee'w-a,435,748,ROOT,ts'ee'w,interior,ts'ee'w,ts'ee'w
1581,968,ROOT;3.II,anjoKt,NMLZ-dwell-3.II,an-joK-3.II,an-jok̲-t,696,967,ROOT,anjoK,NMLZ-dwell,an-joK,an-jok̲
1582,967,ROOT,anjoK,NMLZ-dwell,an-joK,an-jok̲,696,968,ROOT;3.II,anjoKt,NMLZ-dwell-3.II,an-joK-3.II,an-jok̲-t
1585,1248,ROOT;SX,laXyibit,on.I-land-SX,laX-yip-SX,lax̲-yip-it,980,1250,ROOT;3PL.II,laXyipdiit,on.I-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit
1586,1248,ROOT;SX,laXyibit,on.I-land-SX,laX-yip-SX,lax̲-yip-it,980,1249,ROOT;1PL.II,laXyibi'm,on.I-land-1PL.II,laX-yip-1PL.II,lax̲-yip-'m
1587,1250,ROOT;3PL.II,laXyipdiit,on.I-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit,980,1248,ROOT;SX,laXyibit,on.I-land-SX,laX-yip-SX,lax̲-yip-it
1589,1250,ROOT;3PL.II,laXyipdiit,on.I-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit,980,1249,ROOT;1PL.II,laXyibi'm,on.I-land-1PL.II,laX-yip-1PL.II,lax̲-yip-'m
1590,1249,ROOT;1PL.II,laXyibi'm,on.I-land-1PL.II,laX-yip-1PL.II,lax̲-yip-'m,980,1248,ROOT;SX,laXyibit,on.I-land-SX,laX-yip-SX,lax̲-yip-it
1591,1249,ROOT;1PL.II,laXyibi'm,on.I-land-1PL.II,laX-yip-1PL.II,lax̲-yip-'m,980,1250,ROOT;3PL.II,laXyipdiit,on.I-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit
1594,685,ROOT,giis,be.wron,giis,giis,354,686,ROOT;3PL.II,giisdiit,be.wrong-3PL.II,giis-3PL.II,giis-diit
1595,686,ROOT;3PL.II,giisdiit,be.wrong-3PL.II,giis-3PL.II,giis-diit,354,685,ROOT,giis,be.wron,giis,giis
1598,1124,ROOT;3PL.II,tK'alhuksindiit,against-join.I-CAUS2-3PL.II,tK'al-huks-in-3PL.II,tk̲'al-huks-in-diit,841,1123,ROOT,tK'alhuksin,against-join.I-CAUS2,tK'al-huks-in,tk̲'al-huks-in
1599,1123,ROOT,tK'alhuksin,against-join.I-CAUS2,tK'al-huks-in,tk̲'al-huks-in,841,1124,ROOT;3PL.II,tK'alhuksindiit,against-join.I-CAUS2-3PL.II,tK'al-huks-in-3PL.II,tk̲'al-huks-in-diit
1602,575,ROOT,guseeK,show,guseeK,guseek̲,276,578,ROOT;TR;3.II,guseeGat,show-TR-3.II,guseeK-TR-3.II,guseek̲-i-t
1603,575,ROOT,guseeK,show,guseeK,guseek̲,276,576,ROOT;PL,gwiiseeK,show.PL,gwiiseeK.PL,gwiiseek̲
1604,575,ROOT,guseeK,show,guseeK,guseek̲,276,579,ROOT;PL;3.II,gwiiseeKt,show.PL-3.II,gwiiseeK.PL-3.II,gwiiseek̲-t
1605,578,ROOT;TR;3.II,guseeGat,show-TR-3.II,guseeK-TR-3.II,guseek̲-i-t,276,575,ROOT,guseeK,show,guseeK,guseek̲
1607,578,ROOT;TR;3.II,guseeGat,show-TR-3.II,guseeK-TR-3.II,guseek̲-i-t,276,576,ROOT;PL,gwiiseeK,show.PL,gwiiseeK.PL,gwiiseek̲
1608,578,ROOT;TR;3.II,guseeGat,show-TR-3.II,guseeK-TR-3.II,guseek̲-i-t,276,579,ROOT;PL;3.II,gwiiseeKt,show.PL-3.II,gwiiseeK.PL-3.II,gwiiseek̲-t
1609,576,ROOT;PL,gwiiseeK,show.PL,gwiiseeK.PL,gwiiseek̲,276,575,ROOT,guseeK,show,guseeK,guseek̲
1610,576,ROOT;PL,gwiiseeK,show.PL,gwiiseeK.PL,gwiiseek̲,276,578,ROOT;TR;3.II,guseeGat,show-TR-3.II,guseeK-TR-3.II,guseek̲-i-t
1612,576,ROOT;PL,gwiiseeK,show.PL,gwiiseeK.PL,gwiiseek̲,276,579,ROOT;PL;3.II,gwiiseeKt,show.PL-3.II,gwiiseeK.PL-3.II,gwiiseek̲-t
1613,579,ROOT;PL;3.II,gwiiseeKt,show.PL-3.II,gwiiseeK.PL-3.II,gwiiseek̲-t,276,575,ROOT,guseeK,show,guseeK,guseek̲
1614,579,ROOT;PL;3.II,gwiiseeKt,show.PL-3.II,gwiiseeK.PL-3.II,gwiiseek̲-t,276,578,ROOT;TR;3.II,guseeGat,show-TR-3.II,guseeK-TR-3.II,guseek̲-i-t
1615,579,ROOT;PL;3.II,gwiiseeKt,show.PL-3.II,gwiiseeK.PL-3.II,gwiiseek̲-t,276,576,ROOT;PL,gwiiseeK,show.PL,gwiiseeK.PL,gwiiseek̲
1618,1102,ROOT;3PL.II,gwiladindiit,blanket.I-CAUS2-3PL.II,gwila-in-3PL.II,gwila-in-diit,808,1101,ROOT,gwilain,blanket.I-CAUS2,gwila-in,gwila-in
1619,1101,ROOT,gwilain,blanket.I-CAUS2,gwila-in,gwila-in,808,1102,ROOT;3PL.II,gwiladindiit,blanket.I-CAUS2-3PL.II,gwila-in-3PL.II,gwila-in-diit
1622,1033,ROOT,asdin,PFX-heavy,a-sdin,a-sdin,745,1034,ROOT;3.II,asdint,PFX-heavy-3.II,a-sdin-3.II,a-sdin-t
1623,1034,ROOT;3.II,asdint,PFX-heavy-3.II,a-sdin-3.II,a-sdin-t,745,1033,ROOT,asdin,PFX-heavy,a-sdin,a-sdin
1626,1109,ROOT,saGaytGootin,together-heart-CAUS2,saGayt-Goot-in,sag̲ayt-g̲oot-in,828,1110,ROOT;3.II,saGaytGoodint,together-heart-CAUS2-3.II,saGayt-Goot-in-3.II,sag̲ayt-g̲oot-in-t
1627,1110,ROOT;3.II,saGaytGoodint,together-heart-CAUS2-3.II,saGayt-Goot-in-3.II,sag̲ayt-g̲oot-in-t,828,1109,ROOT,saGaytGootin,together-heart-CAUS2,saGayt-Goot-in,sag̲ayt-g̲oot-in
1630,813,ROOT;3.II,ts'eext,be.full.II-3.II,ts'eex-3.II,ts'eex-t,546,812,ROOT,ts'ee,be.full.II,ts'ee,ts'eex
1631,812,ROOT,ts'ee,be.full.II,ts'ee,ts'eex,546,813,ROOT;3.II,ts'eext,be.full.II-3.II,ts'eex-3.II,ts'eex-t
1634,940,ROOT,a'laX,angry,a'laX,a'lax̲,674,941,ROOT;3.II,a'laXt,angry-3.II,a'laX-3.II,a'lax̲-t
1635,941,ROOT;3.II,a'laXt,angry-3.II,a'laX-3.II,a'lax̲-t,674,940,ROOT,a'laX,angry,a'laX,a'lax̲
1638,1042,ROOT;3PL.II,didilsdiit,COM-live-3PL.II,di-dilst-3PL.II,di-dilst-diit,750,1041,ROOT,didilst,COM-live,di-dilst,di-dilst
1639,1041,ROOT,didilst,COM-live,di-dilst,di-dilst,750,1042,ROOT;3PL.II,didilsdiit,COM-live-3PL.II,di-dilst-3PL.II,di-dilst-diit
1642,916,ROOT;3.II,ga'at,see-3.II,ga'a-3.II,ga'a-t,656,915,ROOT,ga'a,see,ga'a,ga'a
1643,915,ROOT,ga'a,see,ga'a,ga'a,656,916,ROOT;3.II,ga'at,see-3.II,ga'a-3.II,ga'a-t
1646,1192,ROOT,lixsgat,strange-character,lixs-gat,lixs-gat,918,1193,ROOT;ATTR,lixsgadim,strange-character-ATTR,lixs-gat-ATTR,lixs-gat-m
1647,1193,ROOT;ATTR,lixsgadim,strange-character-ATTR,lixs-gat-ATTR,lixs-gat-m,918,1192,ROOT,lixsgat,strange-character,lixs-gat,lixs-gat
1650,740,ROOT;ATTR,wilksisxum,royal.child-ATTR,wilksisxw-ATTR,wilksisxw-m,420,739,ROOT,wilksisxw,royal.child,wilksisxw,wilksisxw
1651,739,ROOT,wilksisxw,royal.child,wilksisxw,wilksisxw,420,740,ROOT;ATTR,wilksisxum,royal.child-ATTR,wilksisxw-ATTR,wilksisxw-m
1654,340,ROOT;TR;2SG.II,t'amin,mark-TR-2SG.II,t'am-TR-2SG.II,t'am-i-n,126,337,ROOT,t'am,mar,t'am,t'am
1655,340,ROOT;TR;2SG.II,t'amin,mark-TR-2SG.II,t'am-TR-2SG.II,t'am-i-n,126,338,ROOT;3.II,t'amt,mark-3.II,t'am-3.II,t'am-t
1656,337,ROOT,t'am,mar,t'am,t'am,126,340,ROOT;TR;2SG.II,t'amin,mark-TR-2SG.II,t'am-TR-2SG.II,t'am-i-n
1658,337,ROOT,t'am,mar,t'am,t'am,126,338,ROOT;3.II,t'amt,mark-3.II,t'am-3.II,t'am-t
1659,338,ROOT;3.II,t'amt,mark-3.II,t'am-3.II,t'am-t,126,340,ROOT;TR;2SG.II,t'amin,mark-TR-2SG.II,t'am-TR-2SG.II,t'am-i-n
1660,338,ROOT;3.II,t'amt,mark-3.II,t'am-3.II,t'am-t,126,337,ROOT,t'am,mar,t'am,t'am
1663,232,ROOT,wilaa,know,halaa,wilaax,75,235,ROOT;3PL.II,wilaaxdiit,know-3PL.II,halaax-3PL.II,wilaax-diit
1664,232,ROOT,wilaa,know,halaa,wilaax,75,237,ROOT;TR;1SG.II,wilaayi'y,know-TR-1SG.II,halaax-TR-1SG.II,wilaax-i-'y
1665,232,ROOT,wilaa,know,halaa,wilaax,75,234,ROOT;3.II,wilaaxt,know-3.II,halaax-3.II,wilaax-t
1666,235,ROOT;3PL.II,wilaaxdiit,know-3PL.II,halaax-3PL.II,wilaax-diit,75,232,ROOT,wilaa,know,halaa,wilaax
1668,235,ROOT;3PL.II,wilaaxdiit,know-3PL.II,halaax-3PL.II,wilaax-diit,75,237,ROOT;TR;1SG.II,wilaayi'y,know-TR-1SG.II,halaax-TR-1SG.II,wilaax-i-'y
1669,235,ROOT;3PL.II,wilaaxdiit,know-3PL.II,halaax-3PL.II,wilaax-diit,75,234,ROOT;3.II,wilaaxt,know-3.II,halaax-3.II,wilaax-t
1670,237,ROOT;TR;1SG.II,wilaayi'y,know-TR-1SG.II,halaax-TR-1SG.II,wilaax-i-'y,75,232,ROOT,wilaa,know,halaa,wilaax
1671,237,ROOT;TR;1SG.II,wilaayi'y,know-TR-1SG.II,halaax-TR-1SG.II,wilaax-i-'y,75,235,ROOT;3PL.II,wilaaxdiit,know-3PL.II,halaax-3PL.II,wilaax-diit
1673,237,ROOT;TR;1SG.II,wilaayi'y,know-TR-1SG.II,halaax-TR-1SG.II,wilaax-i-'y,75,234,ROOT;3.II,wilaaxt,know-3.II,halaax-3.II,wilaax-t
1674,234,ROOT;3.II,wilaaxt,know-3.II,halaax-3.II,wilaax-t,75,232,ROOT,wilaa,know,halaa,wilaax
1675,234,ROOT;3.II,wilaaxt,know-3.II,halaax-3.II,wilaax-t,75,235,ROOT;3PL.II,wilaaxdiit,know-3PL.II,halaax-3PL.II,wilaax-diit
1676,234,ROOT;3.II,wilaaxt,know-3.II,halaax-3.II,wilaax-t,75,237,ROOT;TR;1SG.II,wilaayi'y,know-TR-1SG.II,halaax-TR-1SG.II,wilaax-i-'y
1679,1223,ROOT;3PL.II,laXyipdiit,on-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit,943,1221,ROOT;3.II,laXyipt,on-land-3.II,laX-yip-3.II,lax̲-yip-t
1680,1223,ROOT;3PL.II,laXyipdiit,on-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit,943,1220,ROOT;SX,laXyibit,on-land-SX,laX-yip-SX,lax̲-yip-it
1681,1223,ROOT;3PL.II,laXyipdiit,on-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit,943,1219,ROOT,laXyip,on-land,laX-yip,lax̲-yip
1682,1221,ROOT;3.II,laXyipt,on-land-3.II,laX-yip-3.II,lax̲-yip-t,943,1223,ROOT;3PL.II,laXyipdiit,on-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit
1684,1221,ROOT;3.II,laXyipt,on-land-3.II,laX-yip-3.II,lax̲-yip-t,943,1220,ROOT;SX,laXyibit,on-land-SX,laX-yip-SX,lax̲-yip-it
1685,1221,ROOT;3.II,laXyipt,on-land-3.II,laX-yip-3.II,lax̲-yip-t,943,1219,ROOT,laXyip,on-land,laX-yip,lax̲-yip
1686,1220,ROOT;SX,laXyibit,on-land-SX,laX-yip-SX,lax̲-yip-it,943,1223,ROOT;3PL.II,laXyipdiit,on-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit
1687,1220,ROOT;SX,laXyibit,on-land-SX,laX-yip-SX,lax̲-yip-it,943,1221,ROOT;3.II,laXyipt,on-land-3.II,laX-yip-3.II,lax̲-yip-t
1689,1220,ROOT;SX,laXyibit,on-land-SX,laX-yip-SX,lax̲-yip-it,943,1219,ROOT,laXyip,on-land,laX-yip,lax̲-yip
1690,1219,ROOT,laXyip,on-land,laX-yip,lax̲-yip,943,1223,ROOT;3PL.II,laXyipdiit,on-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit
1691,1219,ROOT,laXyip,on-land,laX-yip,lax̲-yip,943,1221,ROOT;3.II,laXyipt,on-land-3.II,laX-yip-3.II,lax̲-yip-t
1692,1219,ROOT,laXyip,on-land,laX-yip,lax̲-yip,943,1220,ROOT;SX,laXyibit,on-land-SX,laX-yip-SX,lax̲-yip-it
1695,630,ROOT;2SG.II,gigiinuxwin,pray-2SG.II,gigiinuxw-2SG.II,gigiinuxw-n,307,629,ROOT;3PL.II,gigiinuxwdiit,pray-3PL.II,gigiinuxw-3PL.II,gigiinuxw-diit
1696,629,ROOT;3PL.II,gigiinuxwdiit,pray-3PL.II,gigiinuxw-3PL.II,gigiinuxw-diit,307,630,ROOT;2SG.II,gigiinuxwin,pray-2SG.II,gigiinuxw-2SG.II,gigiinuxw-n
1699,1183,ROOT;3.II,luut'ipdaa'wt,in-sharply.down-leave-3.II,luu-t'ip-daa'whl-3.II,luu-t'ip-daa'whl-t,910,1182,ROOT,luut'ipdaa'whl,in-sharply.down-leave,luu-t'ip-daa'whl,luu-t'ip-daa'whl
1700,1182,ROOT,luut'ipdaa'whl,in-sharply.down-leave,luu-t'ip-daa'whl,luu-t'ip-daa'whl,910,1183,ROOT;3.II,luut'ipdaa'wt,in-sharply.down-leave-3.II,luu-t'ip-daa'whl-3.II,luu-t'ip-daa'whl-t
1703,278,ROOT;TR;1PL.II,hooyi'm,use-TR-1PL.II,hoox-TR-1PL.II,hoox-i-'m,88,275,ROOT;3PL.II,hooxdiit,use-3PL.II,hoox-3PL.II,hoox-diit
1704,275,ROOT;3PL.II,hooxdiit,use-3PL.II,hoox-3PL.II,hoox-diit,88,278,ROOT;TR;1PL.II,hooyi'm,use-TR-1PL.II,hoox-TR-1PL.II,hoox-i-'m
1707,917,ROOT,gyooks,float,gyooks,gyooks,657,918,ROOT;3.II,gyookst,float-3.II,gyooks-3.II,gyooks-t
1708,918,ROOT;3.II,gyookst,float-3.II,gyooks-3.II,gyooks-t,657,917,ROOT,gyooks,float,gyooks,gyooks
1711,543,ROOT;3PL.II,hlo'odiit,appear-3PL.II,hlo'o-3PL.II,hlo'o-diit,240,542,ROOT,hlo'o,appear,hlo'o,hlo'o
1712,542,ROOT,hlo'o,appear,hlo'o,hlo'o,240,543,ROOT;3PL.II,hlo'odiit,appear-3PL.II,hlo'o-3PL.II,hlo'o-diit
1715,271,ROOT,ts'eehl,edge,ts'eehl,ts'eehl,87,272,ROOT;3.II,ts'eet,edge-3.II,ts'eehl-3.II,ts'eehl-t
1716,272,ROOT;3.II,ts'eet,edge-3.II,ts'eehl-3.II,ts'eehl-t,87,271,ROOT,ts'eehl,edge,ts'eehl,ts'eehl
1719,1199,ROOT;ATTR,gi'namhlxum,give-child-ATTR,gi'nam-hlguuhlxw-ATTR,gi'nam-hlguuhlxw-m,920,1198,ROOT,gi'namhlguuhlxw,give-child,gi'nam-hlguuhlxw,gi'nam-hlguuhlxw
1720,1198,ROOT,gi'namhlguuhlxw,give-child,gi'nam-hlguuhlxw,gi'nam-hlguuhlxw,920,1199,ROOT;ATTR,gi'namhlxum,give-child-ATTR,gi'nam-hlguuhlxw-ATTR,gi'nam-hlguuhlxw-m
1723,561,ROOT;3.II,K'otst,cut-3.II,K'ots-3.II,k̲'ots-t,262,560,ROOT;ATTR,K'ojam,cut-ATTR,K'ots-ATTR,k̲'ots-m
1724,560,ROOT;ATTR,K'ojam,cut-ATTR,K'ots-ATTR,k̲'ots-m,262,561,ROOT;3.II,K'otst,cut-3.II,K'ots-3.II,k̲'ots-t
1727,935,ROOT;3.II,neet,lack-3.II,nee-3.II,nee-t,667,934,ROOT,nee,lac,nee,nee
1728,934,ROOT,nee,lac,nee,nee,667,935,ROOT;3.II,neet,lack-3.II,nee-3.II,nee-t
1731,829,ROOT,dekhl,tie.II,dekhl,dekhl,560,830,ROOT;3PL.II,dekhldiit,tie.II-3PL.II,dekhl-3PL.II,dekhl-diit
1732,830,ROOT;3PL.II,dekhldiit,tie.II-3PL.II,dekhl-3PL.II,dekhl-diit,560,829,ROOT,dekhl,tie.II,dekhl,dekhl
1735,733,ROOT,pdel,rise,pdel,pdel,412,734,ROOT;3.II,pdelt,rise-3.II,pdel-3.II,pdel-t
1736,734,ROOT;3.II,pdelt,rise-3.II,pdel-3.II,pdel-t,412,733,ROOT,pdel,rise,pdel,pdel
1739,1204,ROOT,aXalgaX,lack-speech,aX-algaX,ax̲-algax̲,930,1205,ROOT;1SG.II,aX'algaGa'y,lack-speech-1SG.II,aX-algaX-1SG.II,ax̲-algax̲-'y
1740,1205,ROOT;1SG.II,aX'algaGa'y,lack-speech-1SG.II,aX-algaX-1SG.II,ax̲-algax̲-'y,930,1204,ROOT,aXalgaX,lack-speech,aX-algaX,ax̲-algax̲
1743,717,ROOT,giikw,buy,giikw,giikw,380,718,ROOT;3PL.II,giikwdiit,buy-3PL.II,giikw-3PL.II,giikw-diit
1744,718,ROOT;3PL.II,giikwdiit,buy-3PL.II,giikw-3PL.II,giikw-diit,380,717,ROOT,giikw,buy,giikw,giikw
1747,568,ROOT;3PL.II,yuuhlimXdiit,advise-3PL.II,yuuhlimX-3PL.II,yuuhlimx̲-diit,270,567,ROOT,yuuhlimX,advise,yuuhlimX,yuuhlimx̲
